,instant,date,season_type,year,month,hour,holiday_or_not,week_day,working_day,weather_sit,temperature,atemperature,humidity,windspeed,casual_user,registered_user,count
1600,1601,2011-03-12,1,0,3,4,0,6,0,1,0.26,0.25,0.72,0.2715,2,3,5
1601,1602,2011-03-12,1,0,3,5,0,6,0,1,0.24,0.25,0.76,0.2076,2,4,6
1602,1603,2011-03-12,1,0,3,6,0,6,0,1,0.24,0.23,0.82,0.2715,4,4,8
1603,1604,2011-03-12,1,0,3,7,0,6,0,1,0.26,0.25,0.77,0.2076,6,21,27
1604,1605,2011-03-12,1,0,3,8,0,6,0,1,0.29,0.28,0.72,0.1757,11,46,57
1605,1606,2011-03-12,1,0,3,9,0,6,0,1,0.31,0.31,0.72,0.1118,27,78,105
1606,1607,2011-03-12,1,0,3,10,0,6,0,1,0.35,0.33,0.73,0.2396,23,80,103
1607,1608,2011-03-12,1,0,3,11,0,6,0,1,0.37,0.33,0.54,0.3514,38,85,123
1608,1609,2011-03-12,1,0,3,12,0,6,0,1,0.37,0.34,0.58,0.3035,53,109,162
1609,1610,2011-03-12,1,0,3,13,0,6,0,1,0.4,0.36,0.56,0.3833,64,97,161
1610,1611,2011-03-12,1,0,3,14,0,6,0,1,0.44,0.44,0.55,0.4791,72,98,170
1611,1612,2011-03-12,1,0,3,15,0,6,0,1,0.46,0.46,0.48,0.527,83,103,186
1612,1613,2011-03-12,1,0,3,16,0,6,0,1,0.51,0.49,0.45,0.4791,102,146,248
1613,1614,2011-03-12,1,0,3,17,0,6,0,1,0.51,0.49,0.48,0.3514,101,116,217
1614,1615,2011-03-12,1,0,3,18,0,6,0,1,0.46,0.46,0.59,0.1757,56,93,149
1615,1616,2011-03-12,1,0,3,19,0,6,0,1,0.46,0.46,0.59,0.0959,28,88,116
1616,1617,2011-03-12,1,0,3,20,0,6,0,1,0.44,0.44,0.64,0.1118,24,66,90
1617,1618,2011-03-12,1,0,3,21,0,6,0,1,0.42,0.43,0.68,0.0,38,48,86
1618,1619,2011-03-12,1,0,3,22,0,6,0,1,0.4,0.41,0.78,0.0,9,58,67
1619,1620,2011-03-12,1,0,3,23,0,6,0,1,0.42,0.43,0.73,0.0959,13,40,53
1620,1621,2011-03-13,1,0,3,0,0,0,0,1,0.42,0.43,0.68,0.1118,5,37,42
1621,1622,2011-03-13,1,0,3,1,0,0,0,1,0.4,0.38,0.73,0.1437,12,25,37
1622,1623,2011-03-13,1,0,3,3,0,0,0,1,0.37,0.36,0.84,0.1437,8,19,27
1623,1624,2011-03-13,1,0,3,4,0,0,0,1,0.37,0.36,0.73,0.1757,6,11,17
1624,1625,2011-03-13,1,0,3,5,0,0,0,1,0.4,0.38,0.68,0.1437,2,5,7
1625,1626,2011-03-13,1,0,3,6,0,0,0,1,0.37,0.39,0.73,0.0,2,4,6
1626,1627,2011-03-13,1,0,3,7,0,0,0,1,0.4,0.38,0.68,0.2076,4,10,14
1627,1628,2011-03-13,1,0,3,8,0,0,0,1,0.44,0.44,0.55,0.3194,13,25,38
1628,1629,2011-03-13,1,0,3,9,0,0,0,1,0.44,0.44,0.55,0.4472,10,38,48
1629,1630,2011-03-13,1,0,3,10,0,0,0,1,0.46,0.46,0.52,0.2715,38,88,126
1630,1631,2011-03-13,1,0,3,11,0,0,0,1,0.48,0.47,0.45,0.4472,90,95,185
1631,1632,2011-03-13,1,0,3,12,0,0,0,1,0.51,0.49,0.42,0.4153,76,122,198
1632,1633,2011-03-13,1,0,3,13,0,0,0,1,0.51,0.49,0.42,0.4153,99,126,225
1633,1634,2011-03-13,1,0,3,14,0,0,0,1,0.51,0.49,0.45,0.3194,146,108,254
1634,1635,2011-03-13,1,0,3,15,0,0,0,1,0.53,0.51,0.43,0.3514,151,157,308
1635,1636,2011-03-13,1,0,3,16,0,0,0,1,0.51,0.49,0.45,0.4153,126,134,260
1636,1637,2011-03-13,1,0,3,17,0,0,0,1,0.48,0.47,0.45,0.3833,100,145,245
1637,1638,2011-03-13,1,0,3,18,0,0,0,1,0.44,0.44,0.47,0.3833,57,94,151
1638,1639,2011-03-13,1,0,3,19,0,0,0,1,0.4,0.36,0.55,0.3833,30,75,105
1639,1640,2011-03-13,1,0,3,20,0,0,0,1,0.35,0.33,0.63,0.3194,25,56,81
1640,1641,2011-03-13,1,0,3,21,0,0,0,1,0.33,0.31,0.62,0.2715,11,51,62
1641,1642,2011-03-13,1,0,3,22,0,0,0,1,0.33,0.29,0.62,0.3514,10,31,41
1642,1643,2011-03-13,1,0,3,23,0,0,0,1,0.29,0.28,0.72,0.2396,7,25,32
1643,1644,2011-03-14,1,0,3,0,0,1,1,1,0.29,0.29,0.72,0.1118,6,9,15
1644,1645,2011-03-14,1,0,3,1,0,1,1,1,0.29,0.31,0.72,0.0959,2,3,5
1645,1646,2011-03-14,1,0,3,2,0,1,1,1,0.29,0.31,0.72,0.0959,2,3,5
1646,1647,2011-03-14,1,0,3,3,0,1,1,1,0.29,0.29,0.72,0.1437,2,5,7
1647,1648,2011-03-14,1,0,3,5,0,1,1,1,0.26,0.26,0.77,0.1437,2,10,12
1648,1649,2011-03-14,1,0,3,6,0,1,1,1,0.29,0.29,0.72,0.1437,3,29,32
1649,1650,2011-03-14,1,0,3,7,0,1,1,2,0.31,0.34,0.67,0.0,6,86,92
1650,1651,2011-03-14,1,0,3,8,0,1,1,2,0.33,0.33,0.62,0.1437,26,219,245
1651,1652,2011-03-14,1,0,3,9,0,1,1,1,0.35,0.33,0.58,0.3514,15,129,144
1652,1653,2011-03-14,1,0,3,10,0,1,1,1,0.37,0.34,0.46,0.2715,29,59,88
1653,1654,2011-03-14,1,0,3,11,0,1,1,1,0.4,0.36,0.44,0.2715,28,47,75
1654,1655,2011-03-14,1,0,3,12,0,1,1,1,0.42,0.43,0.41,0.0,42,56,98
1655,1656,2011-03-14,1,0,3,13,0,1,1,1,0.42,0.43,0.4,0.3514,26,53,79
1656,1657,2011-03-14,1,0,3,14,0,1,1,2,0.42,0.43,0.37,0.0,29,54,83
1657,1658,2011-03-14,1,0,3,15,0,1,1,1,0.42,0.43,0.41,0.1757,26,79,105
1658,1659,2011-03-14,1,0,3,16,0,1,1,1,0.44,0.44,0.38,0.1118,29,82,111
1659,1660,2011-03-14,1,0,3,17,0,1,1,1,0.42,0.43,0.44,0.2076,44,231,275
1660,1661,2011-03-14,1,0,3,18,0,1,1,1,0.4,0.39,0.44,0.1118,27,212,239
1661,1662,2011-03-14,1,0,3,19,0,1,1,1,0.4,0.38,0.47,0.1437,19,135,154
1662,1663,2011-03-14,1,0,3,20,0,1,1,1,0.37,0.34,0.51,0.2396,25,108,133
1663,1664,2011-03-14,1,0,3,21,0,1,1,1,0.37,0.36,0.51,0.1437,7,60,67
1664,1665,2011-03-14,1,0,3,22,0,1,1,1,0.35,0.36,0.54,0.1118,6,45,51
1665,1666,2011-03-14,1,0,3,23,0,1,1,1,0.35,0.38,0.58,0.0,4,19,23
1666,1667,2011-03-15,1,0,3,0,0,2,1,1,0.35,0.38,0.58,0.0,9,9,18
1667,1668,2011-03-15,1,0,3,1,0,2,1,1,0.33,0.33,0.68,0.0959,6,8,14
1668,1669,2011-03-15,1,0,3,2,0,2,1,1,0.33,0.33,0.68,0.0959,3,4,7
1669,1670,2011-03-15,1,0,3,4,0,2,1,1,0.26,0.28,0.82,0.0959,3,3,6
1670,1671,2011-03-15,1,0,3,5,0,2,1,1,0.26,0.25,0.82,0.2076,2,13,15
1671,1672,2011-03-15,1,0,3,6,0,2,1,1,0.24,0.25,0.88,0.2076,5,34,39
1672,1673,2011-03-15,1,0,3,7,0,2,1,1,0.26,0.26,0.82,0.1757,12,111,123
1673,1674,2011-03-15,1,0,3,8,0,2,1,1,0.29,0.31,0.77,0.0959,25,261,286
1674,1675,2011-03-15,1,0,3,9,0,2,1,2,0.33,0.36,0.77,0.0,12,149,161
1675,1676,2011-03-15,1,0,3,10,0,2,1,2,0.35,0.34,0.73,0.2076,24,58,82
1676,1677,2011-03-15,1,0,3,11,0,2,1,2,0.37,0.34,0.63,0.2396,29,53,82
1677,1678,2011-03-15,1,0,3,12,0,2,1,2,0.4,0.38,0.55,0.2396,34,72,106
1678,1679,2011-03-15,1,0,3,13,0,2,1,2,0.4,0.36,0.63,0.3035,25,76,101
1679,1680,2011-03-15,1,0,3,14,0,2,1,2,0.42,0.43,0.51,0.3194,16,76,92
1680,1681,2011-03-15,1,0,3,15,0,2,1,2,0.42,0.43,0.47,0.3035,26,68,94
1681,1682,2011-03-15,1,0,3,16,0,2,1,2,0.42,0.43,0.51,0.3514,23,95,118
1682,1683,2011-03-15,1,0,3,17,0,2,1,2,0.4,0.38,0.68,0.2076,24,197,221
1683,1684,2011-03-15,1,0,3,18,0,2,1,2,0.4,0.36,0.68,0.3194,20,209,229
1684,1685,2011-03-15,1,0,3,19,0,2,1,2,0.37,0.34,0.78,0.3035,16,140,156
1685,1686,2011-03-15,1,0,3,20,0,2,1,2,0.37,0.34,0.78,0.3035,11,81,92
1686,1687,2011-03-15,1,0,3,21,0,2,1,3,0.35,0.36,0.89,0.1118,4,55,59
1687,1688,2011-03-15,1,0,3,22,0,2,1,2,0.35,0.34,0.96,0.1757,3,22,25
1688,1689,2011-03-15,1,0,3,23,0,2,1,2,0.35,0.34,0.96,0.1757,3,19,22
1689,1690,2011-03-16,1,0,3,0,0,3,1,3,0.33,0.31,1.02,0.2715,2,10,12
1690,1691,2011-03-16,1,0,3,1,0,3,1,3,0.33,0.29,1.1,0.3194,3,4,7
1691,1692,2011-03-16,1,0,3,3,0,3,1,2,0.31,0.29,1.1,0.2396,3,4,7
1692,1693,2011-03-16,1,0,3,4,0,3,1,2,0.33,0.33,1.02,0.1757,2,3,5
1693,1694,2011-03-16,1,0,3,5,0,3,1,2,0.33,0.34,1.02,0.1118,2,5,7
1694,1695,2011-03-16,1,0,3,6,0,3,1,2,0.33,0.34,1.02,0.1118,3,32,35
1695,1696,2011-03-16,1,0,3,7,0,3,1,2,0.33,0.31,1.02,0.2076,12,103,115
1696,1697,2011-03-16,1,0,3,8,0,3,1,2,0.35,0.34,1.02,0.0,28,229,257
1697,1698,2011-03-16,1,0,3,9,0,3,1,2,0.35,0.36,1.02,0.1437,12,146,158
1698,1699,2011-03-16,1,0,3,10,0,3,1,2,0.4,0.38,0.89,0.1757,21,51,72
1699,1700,2011-03-16,1,0,3,11,0,3,1,2,0.4,0.38,0.89,0.1437,15,64,79
1700,1701,2011-03-16,1,0,3,12,0,3,1,2,0.44,0.44,0.78,0.1118,25,67,92
1701,1702,2011-03-16,1,0,3,13,0,3,1,2,0.44,0.44,0.84,0.1437,20,83,103
1702,1703,2011-03-16,1,0,3,14,0,3,1,2,0.44,0.44,0.84,0.2396,35,69,104
1703,1704,2011-03-16,1,0,3,15,0,3,1,2,0.44,0.44,0.84,0.2715,24,81,105
1704,1705,2011-03-16,1,0,3,16,0,3,1,2,0.44,0.44,0.84,0.1757,32,123,155
1705,1706,2011-03-16,1,0,3,17,0,3,1,2,0.48,0.47,0.59,0.3194,39,218,257
1706,1707,2011-03-16,1,0,3,18,0,3,1,2,0.48,0.47,0.59,0.2396,28,213,241
1707,1708,2011-03-16,1,0,3,19,0,3,1,2,0.48,0.47,0.56,0.3514,20,152,172
1708,1709,2011-03-16,1,0,3,20,0,3,1,2,0.46,0.46,0.59,0.3194,12,113,125
1709,1710,2011-03-16,1,0,3,21,0,3,1,2,0.46,0.46,0.64,0.3035,5,77,82
1710,1711,2011-03-16,1,0,3,22,0,3,1,2,0.44,0.44,0.68,0.4153,13,50,63
1711,1712,2011-03-16,1,0,3,23,0,3,1,1,0.44,0.44,0.72,0.2076,11,20,31
1712,1713,2011-03-17,1,0,3,0,0,4,1,1,0.42,0.43,0.73,0.2715,6,21,27
1713,1714,2011-03-17,1,0,3,1,0,4,1,1,0.4,0.38,0.78,0.2396,3,13,16
1714,1715,2011-03-17,1,0,3,2,0,4,1,1,0.37,0.33,0.78,0.3194,5,7,12
1715,1716,2011-03-17,1,0,3,3,0,4,1,1,0.37,0.36,0.73,0.1757,3,3,6
1716,1717,2011-03-17,1,0,3,4,0,4,1,1,0.37,0.36,0.78,0.2076,2,5,7
1717,1718,2011-03-17,1,0,3,5,0,4,1,1,0.35,0.36,0.84,0.1118,2,15,17
1718,1719,2011-03-17,1,0,3,6,0,4,1,1,0.35,0.34,0.84,0.2076,6,49,55
1719,1720,2011-03-17,1,0,3,7,0,4,1,1,0.35,0.36,0.84,0.1437,14,130,144
1720,1721,2011-03-17,1,0,3,8,0,4,1,1,0.4,0.38,0.73,0.1437,19,284,303
1721,1722,2011-03-17,1,0,3,9,0,4,1,1,0.44,0.44,0.68,0.2715,25,164,189
1722,1723,2011-03-17,1,0,3,10,0,4,1,1,0.48,0.47,0.59,0.3514,11,71,82
1723,1724,2011-03-17,1,0,3,11,0,4,1,1,0.48,0.47,0.59,0.3035,22,68,90
1724,1725,2011-03-17,1,0,3,12,0,4,1,1,0.55,0.52,0.5,0.2396,26,83,109
1725,1726,2011-03-17,1,0,3,13,0,4,1,2,0.57,0.54,0.46,0.0959,28,87,115
1726,1727,2011-03-17,1,0,3,14,0,4,1,1,0.55,0.52,0.5,0.1118,34,89,123
1727,1728,2011-03-17,1,0,3,15,0,4,1,1,0.57,0.54,0.46,0.2715,32,97,129
1728,1729,2011-03-17,1,0,3,16,0,4,1,1,0.55,0.52,0.53,0.3035,36,110,146
1729,1730,2011-03-17,1,0,3,17,0,4,1,1,0.55,0.52,0.46,0.2076,50,267,317
1730,1731,2011-03-17,1,0,3,18,0,4,1,2,0.51,0.49,0.65,0.1757,52,262,314
1731,1732,2011-03-17,1,0,3,19,0,4,1,1,0.48,0.47,0.64,0.2076,20,191,211
1732,1733,2011-03-17,1,0,3,20,0,4,1,1,0.46,0.46,0.74,0.2396,27,114,141
1733,1734,2011-03-17,1,0,3,21,0,4,1,1,0.46,0.46,0.68,0.2396,21,121,142
1734,1735,2011-03-17,1,0,3,22,0,4,1,1,0.44,0.44,0.73,0.2396,19,72,91
1735,1736,2011-03-17,1,0,3,23,0,4,1,1,0.46,0.46,0.68,0.3035,9,45,54
1736,1737,2011-03-18,1,0,3,0,0,5,1,1,0.46,0.46,0.64,0.3035,7,26,33
1737,1738,2011-03-18,1,0,3,1,0,5,1,1,0.44,0.44,0.68,0.2715,6,14,20
1738,1739,2011-03-18,1,0,3,2,0,5,1,1,0.44,0.44,0.68,0.2076,7,11,18
1739,1740,2011-03-18,1,0,3,3,0,5,1,1,0.4,0.38,0.78,0.2076,3,6,9
1740,1741,2011-03-18,1,0,3,5,0,5,1,1,0.42,0.43,0.73,0.1757,4,10,14
1741,1742,2011-03-18,1,0,3,6,0,5,1,1,0.44,0.44,0.73,0.2076,3,37,40
1742,1743,2011-03-18,1,0,3,7,0,5,1,1,0.44,0.44,0.73,0.2076,13,114,127
1743,1744,2011-03-18,1,0,3,8,0,5,1,1,0.46,0.46,0.74,0.2715,26,258,284
1744,1745,2011-03-18,1,0,3,9,0,5,1,1,0.51,0.49,0.69,0.2396,20,194,214
1745,1746,2011-03-18,1,0,3,10,0,5,1,1,0.57,0.54,0.58,0.3035,45,76,121
1746,1747,2011-03-18,1,0,3,11,0,5,1,1,0.59,0.56,0.57,0.3035,57,106,163
1747,1748,2011-03-18,1,0,3,12,0,5,1,2,0.62,0.57,0.54,0.3833,74,125,199
1748,1749,2011-03-18,1,0,3,13,0,5,1,1,0.7,0.67,0.45,0.3035,59,120,179
1749,1750,2011-03-18,1,0,3,14,0,5,1,1,0.73,0.67,0.43,0.2715,73,105,178
1750,1751,2011-03-18,1,0,3,15,0,5,1,2,0.75,0.69,0.43,0.3833,64,113,177
1751,1752,2011-03-18,1,0,3,16,0,5,1,1,0.75,0.69,0.43,0.3035,69,139,208
1752,1753,2011-03-18,1,0,3,17,0,5,1,1,0.77,0.69,0.41,0.3514,97,239,336
1753,1754,2011-03-18,1,0,3,18,0,5,1,1,0.75,0.69,0.43,0.1757,86,249,335
1754,1755,2011-03-18,1,0,3,19,0,5,1,1,0.73,0.67,0.48,0.1437,60,134,194
1755,1756,2011-03-18,1,0,3,20,0,5,1,1,0.68,0.67,0.51,0.1437,48,105,153
1756,1757,2011-03-18,1,0,3,21,0,5,1,1,0.68,0.67,0.51,0.1118,24,93,117
1757,1758,2011-03-18,1,0,3,22,0,5,1,1,0.68,0.67,0.55,0.1757,57,65,122
1758,1759,2011-03-18,1,0,3,23,0,5,1,2,0.66,0.67,0.58,0.2396,28,62,90
1759,1760,2011-03-19,1,0,3,0,0,6,0,2,0.66,0.67,0.58,0.2715,28,52,80
1760,1761,2011-03-19,1,0,3,1,0,6,0,2,0.64,0.59,0.51,0.3833,18,37,55
1761,1762,2011-03-19,1,0,3,2,0,6,0,2,0.62,0.57,0.47,0.2396,7,22,29
1762,1763,2011-03-19,1,0,3,3,0,6,0,2,0.59,0.56,0.43,0.3514,3,9,12
1763,1764,2011-03-19,1,0,3,4,0,6,0,1,0.57,0.54,0.37,0.4472,3,4,7
1764,1765,2011-03-19,1,0,3,5,0,6,0,1,0.57,0.54,0.37,0.4472,2,4,6
1765,1766,2011-03-19,1,0,3,6,0,6,0,1,0.48,0.47,0.48,0.4472,2,12,14
1766,1767,2011-03-19,1,0,3,7,0,6,0,1,0.44,0.44,0.55,0.3514,6,11,17
1767,1768,2011-03-19,1,0,3,8,0,6,0,1,0.46,0.46,0.52,0.527,13,39,52
1768,1769,2011-03-19,1,0,3,9,0,6,0,1,0.46,0.46,0.48,0.4951,37,43,80
1769,1770,2011-03-19,1,0,3,10,0,6,0,1,0.48,0.47,0.42,0.4472,57,87,144
1770,1771,2011-03-19,1,0,3,11,0,6,0,1,0.51,0.49,0.4,0.4791,92,108,200
1771,1772,2011-03-19,1,0,3,12,0,6,0,1,0.51,0.49,0.36,0.4472,128,143,271
1772,1773,2011-03-19,1,0,3,13,0,6,0,1,0.55,0.52,0.37,0.4951,176,129,305
1773,1774,2011-03-19,1,0,3,14,0,6,0,1,0.55,0.52,0.34,0.527,170,146,316
1774,1775,2011-03-19,1,0,3,15,0,6,0,1,0.55,0.52,0.32,0.4472,172,145,317
1775,1776,2011-03-19,1,0,3,16,0,6,0,1,0.55,0.52,0.34,0.4153,177,131,308
1776,1777,2011-03-19,1,0,3,17,0,6,0,1,0.53,0.51,0.34,0.3514,140,142,282
1777,1778,2011-03-19,1,0,3,18,0,6,0,1,0.51,0.49,0.34,0.3514,94,127,221
1778,1779,2011-03-19,1,0,3,19,0,6,0,1,0.48,0.47,0.36,0.3035,40,118,158
1779,1780,2011-03-19,1,0,3,20,0,6,0,1,0.46,0.46,0.38,0.2396,41,71,112
1780,1781,2011-03-19,1,0,3,21,0,6,0,1,0.44,0.44,0.41,0.3194,22,75,97
1781,1782,2011-03-19,1,0,3,22,0,6,0,1,0.44,0.44,0.41,0.3514,29,47,76
1782,1783,2011-03-19,1,0,3,23,0,6,0,1,0.42,0.43,0.44,0.3194,15,39,54
1783,1784,2011-03-20,1,0,3,0,0,0,0,1,0.37,0.33,0.54,0.4472,9,35,44
1784,1785,2011-03-20,1,0,3,1,0,0,0,1,0.35,0.31,0.58,0.3833,4,24,28
1785,1786,2011-03-20,1,0,3,2,0,0,0,1,0.33,0.31,0.57,0.3035,8,26,34
1786,1787,2011-03-20,1,0,3,3,0,0,0,1,0.31,0.29,0.62,0.2715,3,13,16
1787,1788,2011-03-20,1,0,3,4,0,0,0,1,0.29,0.28,0.62,0.2396,4,3,7
1788,1789,2011-03-20,1,0,3,5,0,0,0,1,0.29,0.28,0.66,0.2076,5,8,13
1789,1790,2011-03-20,1,0,3,6,0,0,0,1,0.29,0.28,0.66,0.2396,3,5,8
1790,1791,2011-03-20,1,0,3,7,0,0,0,1,0.26,0.25,0.66,0.2396,7,11,18
1791,1792,2011-03-20,1,0,3,8,0,0,0,1,0.31,0.29,0.62,0.1757,9,32,41
1792,1793,2011-03-20,1,0,3,9,0,0,0,1,0.33,0.33,0.57,0.1437,37,45,82
1793,1794,2011-03-20,1,0,3,10,0,0,0,2,0.35,0.38,0.5,0.0,57,83,140
1794,1795,2011-03-20,1,0,3,11,0,0,0,1,0.37,0.38,0.43,0.1118,94,113,207
1795,1796,2011-03-20,1,0,3,12,0,0,0,1,0.4,0.39,0.44,0.1118,122,110,232
1796,1797,2011-03-20,1,0,3,13,0,0,0,1,0.42,0.43,0.37,0.0,90,117,207
1797,1798,2011-03-20,1,0,3,14,0,0,0,1,0.44,0.44,0.33,0.0,147,136,283
1798,1799,2011-03-20,1,0,3,15,0,0,0,1,0.44,0.44,0.35,0.0959,174,138,312
1799,1800,2011-03-20,1,0,3,16,0,0,0,1,0.46,0.46,0.35,0.0,94,134,228
1800,1801,2011-03-20,1,0,3,17,0,0,0,1,0.44,0.44,0.38,0.3035,85,145,230
1801,1802,2011-03-20,1,0,3,18,0,0,0,1,0.42,0.43,0.44,0.3833,60,100,160
1802,1803,2011-03-20,1,0,3,19,0,0,0,1,0.4,0.36,0.47,0.3035,23,60,83
1803,1804,2011-03-20,1,0,3,20,0,0,0,1,0.4,0.36,0.51,0.3035,23,48,71
1804,1805,2011-03-20,1,0,3,21,0,0,0,2,0.37,0.34,0.58,0.3035,12,41,53
1805,1806,2011-03-20,1,0,3,22,0,0,0,2,0.37,0.33,0.58,0.3514,10,32,42
1806,1807,2011-03-20,1,0,3,23,0,0,0,3,0.37,0.33,0.67,0.4153,15,13,28
1807,1808,2011-03-21,2,0,3,0,0,1,1,3,0.37,0.33,0.73,0.4153,4,13,17
1808,1809,2011-03-21,2,0,3,1,0,1,1,2,0.37,0.33,0.78,0.4153,3,8,11
1809,1810,2011-03-21,2,0,3,2,0,1,1,2,0.37,0.33,0.78,0.3514,3,7,10
1810,1811,2011-03-21,2,0,3,3,0,1,1,2,0.37,0.33,0.78,0.3514,2,3,5
1811,1812,2011-03-21,2,0,3,5,0,1,1,1,0.35,0.33,0.89,0.3194,3,3,6
1812,1813,2011-03-21,2,0,3,6,0,1,1,3,0.35,0.33,0.84,0.2715,4,32,36
1813,1814,2011-03-21,2,0,3,7,0,1,1,3,0.33,0.29,0.96,0.4472,5,17,22
1814,1815,2011-03-21,2,0,3,8,0,1,1,2,0.33,0.29,0.96,0.4472,5,97,102
1815,1816,2011-03-21,2,0,3,9,0,1,1,2,0.37,0.33,0.89,0.3514,14,117,131
1816,1817,2011-03-21,2,0,3,10,0,1,1,2,0.42,0.43,0.84,0.4153,19,47,66
1817,1818,2011-03-21,2,0,3,11,0,1,1,2,0.46,0.46,0.78,0.3194,34,49,83
1818,1819,2011-03-21,2,0,3,12,0,1,1,2,0.48,0.47,0.85,0.2715,27,58,85
1819,1820,2011-03-21,2,0,3,13,0,1,1,2,0.55,0.52,0.69,0.2396,37,79,116
1820,1821,2011-03-21,2,0,3,14,0,1,1,2,0.59,0.56,0.7,0.2396,38,67,105
1821,1822,2011-03-21,2,0,3,15,0,1,1,2,0.62,0.57,0.66,0.2396,43,68,111
1822,1823,2011-03-21,2,0,3,16,0,1,1,2,0.59,0.56,0.7,0.3035,31,114,145
1823,1824,2011-03-21,2,0,3,17,0,1,1,2,0.59,0.56,0.7,0.2715,43,233,276
1824,1825,2011-03-21,2,0,3,18,0,1,1,2,0.57,0.54,0.79,0.2396,46,234,280
1825,1826,2011-03-21,2,0,3,19,0,1,1,1,0.64,0.59,0.66,0.4472,24,201,225
1826,1827,2011-03-21,2,0,3,20,0,1,1,1,0.62,0.57,0.7,0.2076,18,108,126
1827,1828,2011-03-21,2,0,3,21,0,1,1,1,0.51,0.49,1.03,0.2076,14,81,95
1828,1829,2011-03-21,2,0,3,22,0,1,1,1,0.51,0.49,0.97,0.2396,20,62,82
1829,1830,2011-03-21,2,0,3,23,0,1,1,1,0.51,0.49,0.97,0.0959,10,24,34
1830,1831,2011-03-22,2,0,3,0,0,2,1,1,0.51,0.49,0.97,0.2076,6,9,15
1831,1832,2011-03-22,2,0,3,1,0,2,1,1,0.46,0.46,1.1,0.1437,8,15,23
1832,1833,2011-03-22,2,0,3,2,0,2,1,1,0.48,0.47,1.03,0.0959,2,3,5
1833,1834,2011-03-22,2,0,3,3,0,2,1,1,0.48,0.47,0.9,0.2396,5,4,9
1834,1835,2011-03-22,2,0,3,4,0,2,1,2,0.46,0.46,0.9,0.1757,2,3,5
1835,1836,2011-03-22,2,0,3,5,0,2,1,2,0.44,0.44,0.96,0.1437,3,13,16
1836,1837,2011-03-22,2,0,3,6,0,2,1,1,0.44,0.44,0.96,0.2715,4,60,64
1837,1838,2011-03-22,2,0,3,7,0,2,1,2,0.44,0.44,0.84,0.1118,6,134,140
1838,1839,2011-03-22,2,0,3,8,0,2,1,2,0.44,0.44,0.64,0.3194,26,314,340
1839,1840,2011-03-22,2,0,3,9,0,2,1,2,0.44,0.44,0.64,0.4951,21,161,182
1840,1841,2011-03-22,2,0,3,10,0,2,1,2,0.48,0.47,0.59,0.3194,31,97,128
1841,1842,2011-03-22,2,0,3,11,0,2,1,1,0.48,0.47,0.56,0.3514,24,66,90
1842,1843,2011-03-22,2,0,3,12,0,2,1,1,0.51,0.49,0.52,0.2715,37,88,125
1843,1844,2011-03-22,2,0,3,13,0,2,1,1,0.55,0.52,0.5,0.2396,23,87,110
1844,1845,2011-03-22,2,0,3,14,0,2,1,1,0.55,0.52,0.46,0.3514,32,73,105
1845,1846,2011-03-22,2,0,3,15,0,2,1,1,0.55,0.52,0.46,0.2396,57,81,138
1846,1847,2011-03-22,2,0,3,16,0,2,1,1,0.55,0.52,0.46,0.1118,42,127,169
1847,1848,2011-03-22,2,0,3,17,0,2,1,1,0.55,0.52,0.46,0.1118,44,267,311
1848,1849,2011-03-22,2,0,3,18,0,2,1,1,0.53,0.51,0.48,0.0959,43,273,316
1849,1850,2011-03-22,2,0,3,19,0,2,1,2,0.48,0.47,0.59,0.2715,24,144,168
1850,1851,2011-03-22,2,0,3,20,0,2,1,2,0.48,0.47,0.59,0.3833,21,118,139
1851,1852,2011-03-22,2,0,3,21,0,2,1,2,0.46,0.46,0.59,0.3035,26,65,91
1852,1853,2011-03-22,2,0,3,22,0,2,1,2,0.44,0.44,0.64,0.2715,15,59,74
1853,1854,2011-03-22,2,0,3,23,0,2,1,2,0.44,0.44,0.64,0.2715,6,30,36
1854,1855,2011-03-23,2,0,3,0,0,3,1,3,0.4,0.38,0.78,0.2396,5,10,15
1855,1856,2011-03-23,2,0,3,1,0,3,1,3,0.37,0.34,0.84,0.2396,2,9,11
1856,1857,2011-03-23,2,0,3,2,0,3,1,3,0.37,0.34,0.84,0.2396,3,3,6
1857,1858,2011-03-23,2,0,3,3,0,3,1,2,0.37,0.34,0.84,0.2715,2,5,7
1858,1859,2011-03-23,2,0,3,5,0,3,1,3,0.35,0.34,0.96,0.2076,2,12,14
1859,1860,2011-03-23,2,0,3,6,0,3,1,2,0.37,0.34,0.96,0.2715,3,45,48
1860,1861,2011-03-23,2,0,3,7,0,3,1,2,0.35,0.33,1.02,0.2396,9,113,122
1861,1862,2011-03-23,2,0,3,8,0,3,1,2,0.35,0.34,0.96,0.2076,16,249,265
1862,1863,2011-03-23,2,0,3,9,0,3,1,2,0.35,0.33,0.89,0.2715,10,176,186
1863,1864,2011-03-23,2,0,3,10,0,3,1,2,0.37,0.34,0.89,0.3035,17,62,79
1864,1865,2011-03-23,2,0,3,11,0,3,1,2,0.37,0.36,0.96,0.2076,20,55,75
1865,1866,2011-03-23,2,0,3,12,0,3,1,2,0.37,0.34,0.96,0.2396,16,75,91
1866,1867,2011-03-23,2,0,3,13,0,3,1,3,0.37,0.36,0.96,0.1437,16,96,112
1867,1868,2011-03-23,2,0,3,14,0,3,1,2,0.4,0.39,0.96,0.1118,15,73,88
